"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"fkaqu";7;4;"97;999";39;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";7;22;"97;999";39;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;11;"97;999";39;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;19;"97;999";39;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";7;3;"97;999";39;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";1;24;"97;999";39;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";7;8;"97;999";39;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";7;31;"97;999";39;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;12;"97;999";39;1;"Bachelor's Degree";0;0;0;"car";0
"flche";1;29;"97;999";39;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";7;5;"97;999";39;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";7;27;"97;999";39;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";7;30;"97;999";39;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";7;28;"97;999";39;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";7;32;"97;999";39;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";7;16;"97;999";39;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";1;14;"97;999";39;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";2;2;"97;999";39;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";1;20;"97;999";39;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;23;"97;999";39;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";7;15;"97;999";39;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";1;7;"97;999";39;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";1;18;"97;999";39;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;17;"97;999";39;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;13;"98;013";43;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";3;1;"98;013";43;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;26;"98;013";43;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";2;21;"98;013";43;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";2;10;"98;013";43;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;6;"98;013";43;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;4;"98;013";43;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";6;22;"98;013";43;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";2;11;"98;013";43;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;19;"98;013";43;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";2;3;"98;013";43;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";5;24;"98;013";43;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;8;"98;013";43;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;31;"98;013";43;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;12;"98;013";43;0;"Bachelor's Degree";0;0;0;"car";0
"flche";6;29;"98;013";43;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";2;5;"98;013";43;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;27;"98;013";43;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";2;30;"98;013";43;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";2;28;"98;013";43;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;32;"98;013";43;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";3;16;"98;013";43;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";6;14;"98;013";43;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;2;"98;013";43;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";5;20;"98;013";43;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;23;"98;013";43;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";6;15;"98;013";43;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";6;7;"98;013";43;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;18;"98;013";43;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;17;"98;013";43;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;31;"98;017";18;1;"Some College";0;0;1;"aqu";1
"cfbur";7;2;"98;017";18;1;"Some College";0;0;1;"bur";1
"cfrub";6;17;"98;017";18;1;"Some College";0;0;1;"rub";1
"cibox";6;1;"98;017";18;1;"Some College";0;1;1;"box";1
"cibur";7;29;"98;017";18;1;"Some College";0;1;1;"bur";1
"cispe";5;24;"98;017";18;1;"Some College";0;1;1;"spe";1
"fkaqu";7;4;"98;017";18;1;"Some College";1;0;0;"aqu";1
"fkboa";6;21;"98;017";18;1;"Some College";1;0;0;"boa";1
"fkbox";6;10;"98;017";18;1;"Some College";1;0;0;"box";1
"fkbur";7;11;"98;017";18;1;"Some College";1;0;0;"bur";1
"fkcar";7;6;"98;017";18;1;"Some College";1;0;0;"car";1
"fkspe";6;14;"98;017";18;1;"Some College";1;0;0;"spe";1
"fkswi";5;19;"98;017";18;1;"Some College";1;0;0;"swi";1
"flboa";7;30;"98;017";18;1;"Some College";0;0;0;"boa";0
"flcar";7;15;"98;017";18;1;"Some College";0;0;0;"car";0
"flche";6;18;"98;017";18;1;"Some College";0;0;0;"che";0
"flsha";7;3;"98;017";18;1;"Some College";0;0;0;"sha";0
"flswi";7;28;"98;017";18;1;"Some College";0;0;0;"swi";0
"ikbox";6;32;"98;017";18;1;"Some College";1;1;0;"box";1
"ikbur";6;20;"98;017";18;1;"Some College";1;1;0;"bur";1
"ikpon";4;13;"98;017";18;1;"Some College";1;1;0;"pon";1
"ikshi";4;16;"98;017";18;1;"Some College";1;1;0;"shi";1
"ikspe";6;5;"98;017";18;1;"Some College";1;1;0;"spe";1
"ilbox";6;23;"98;017";18;1;"Some College";0;1;0;"box";0
"ilche";7;27;"98;017";18;1;"Some College";0;1;0;"che";0
"ilpon";5;22;"98;017";18;1;"Some College";0;1;0;"pon";0
"ilsha";7;12;"98;017";18;1;"Some College";0;1;0;"sha";0
"ilshi";7;7;"98;017";18;1;"Some College";0;1;0;"shi";0
"ilswi";7;9;"98;017";18;1;"Some College";0;1;0;"swi";0
"nfrub";6;26;"98;017";18;1;"Some College";1;0;0;"rub";1
"cfaqu";6;13;"98;030";24;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";6;1;"98;030";24;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;26;"98;030";24;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;21;"98;030";24;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";3;10;"98;030";24;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";3;6;"98;030";24;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;4;"98;030";24;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";5;22;"98;030";24;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;11;"98;030";24;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;19;"98;030";24;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;3;"98;030";24;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;24;"98;030";24;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;8;"98;030";24;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";7;31;"98;030";24;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;12;"98;030";24;1;"Bachelor's Degree";0;0;0;"car";0
"flche";6;29;"98;030";24;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";7;5;"98;030";24;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;27;"98;030";24;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";3;30;"98;030";24;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;28;"98;030";24;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;32;"98;030";24;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";6;16;"98;030";24;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";3;14;"98;030";24;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;2;"98;030";24;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";7;20;"98;030";24;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;23;"98;030";24;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;15;"98;030";24;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"98;030";24;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";7;18;"98;030";24;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;17;"98;030";24;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";7;2;"98;037";31;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";6;31;"98;037";31;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";5;16;"98;037";31;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;32;"98;037";31;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";2;4;"98;037";31;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;9;"98;037";31;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";7;29;"98;037";31;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;12;"98;037";31;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;23;"98;037";31;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;22;"98;037";31;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";5;27;"98;037";31;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";5;19;"98;037";31;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;14;"98;037";31;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";4;3;"98;037";31;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;18;"98;037";31;1;"Bachelor's Degree";0;0;0;"car";0
"flche";6;15;"98;037";31;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";5;30;"98;037";31;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;5;"98;037";31;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";2;1;"98;037";31;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";5;13;"98;037";31;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";2;20;"98;037";31;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";5;17;"98;037";31;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";5;28;"98;037";31;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;10;"98;037";31;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";7;6;"98;037";31;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;11;"98;037";31;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";2;21;"98;037";31;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";6;26;"98;037";31;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;24;"98;037";31;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;7;"98;037";31;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";1;31;"98;058";52;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;2;"98;058";52;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";2;17;"98;058";52;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;1;"98;058";52;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";1;29;"98;058";52;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;24;"98;058";52;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;4;"98;058";52;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";1;21;"98;058";52;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;10;"98;058";52;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;11;"98;058";52;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;6;"98;058";52;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;14;"98;058";52;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;19;"98;058";52;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";1;30;"98;058";52;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;15;"98;058";52;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;18;"98;058";52;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;3;"98;058";52;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";7;28;"98;058";52;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";1;32;"98;058";52;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";1;20;"98;058";52;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;13;"98;058";52;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"98;058";52;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;5;"98;058";52;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";1;23;"98;058";52;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";7;27;"98;058";52;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";1;22;"98;058";52;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;12;"98;058";52;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;7;"98;058";52;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;9;"98;058";52;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";1;26;"98;058";52;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";3;20;"98;060";63;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";3;32;"98;060";63;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";3;7;"98;060";63;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;12;"98;060";63;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";4;23;"98;060";63;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;27;"98;060";63;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";2;29;"98;060";63;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";2;11;"98;060";63;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;22;"98;060";63;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";3;14;"98;060";63;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";3;30;"98;060";63;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";3;9;"98;060";63;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";2;25;"98;060";63;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;2;"98;060";63;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";4;21;"98;060";63;0;"Bachelor's Degree";0;0;0;"car";0
"flche";4;4;"98;060";63;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;28;"98;060";63;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";5;6;"98;060";63;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";3;3;"98;060";63;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";5;5;"98;060";63;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;1;"98;060";63;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";2;17;"98;060";63;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";6;19;"98;060";63;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;31;"98;060";63;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";2;13;"98;060";63;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;10;"98;060";63;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";2;18;"98;060";63;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";5;26;"98;060";63;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";1;15;"98;060";63;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;16;"98;060";63;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;2;"98;072";40;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";3;31;"98;072";40;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";5;16;"98;072";40;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;32;"98;072";40;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";1;4;"98;072";40;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";1;9;"98;072";40;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;29;"98;072";40;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";5;12;"98;072";40;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;23;"98;072";40;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;22;"98;072";40;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;27;"98;072";40;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";3;19;"98;072";40;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;14;"98;072";40;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";5;3;"98;072";40;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";5;18;"98;072";40;1;"Bachelor's Degree";0;0;0;"car";0
"flche";4;15;"98;072";40;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";2;30;"98;072";40;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;5;"98;072";40;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;1;"98;072";40;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";2;13;"98;072";40;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;20;"98;072";40;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";2;17;"98;072";40;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;28;"98;072";40;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";2;10;"98;072";40;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";2;6;"98;072";40;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;11;"98;072";40;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";2;21;"98;072";40;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"98;072";40;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";2;24;"98;072";40;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";6;7;"98;072";40;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;13;"98;080";30;0;"Graduate Degree";0;0;1;"aqu";1
"cfbur";6;1;"98;080";30;0;"Graduate Degree";0;0;1;"bur";1
"cfrub";3;26;"98;080";30;0;"Graduate Degree";0;0;1;"rub";1
"cibox";2;21;"98;080";30;0;"Graduate Degree";0;1;1;"box";1
"cibur";6;10;"98;080";30;0;"Graduate Degree";0;1;1;"bur";1
"cispe";3;6;"98;080";30;0;"Graduate Degree";0;1;1;"spe";1
"fkaqu";6;4;"98;080";30;0;"Graduate Degree";1;0;0;"aqu";1
"fkboa";6;22;"98;080";30;0;"Graduate Degree";1;0;0;"boa";1
"fkbox";6;11;"98;080";30;0;"Graduate Degree";1;0;0;"box";1
"fkbur";6;19;"98;080";30;0;"Graduate Degree";1;0;0;"bur";1
"fkcar";6;3;"98;080";30;0;"Graduate Degree";1;0;0;"car";1
"fkspe";6;24;"98;080";30;0;"Graduate Degree";1;0;0;"spe";1
"fkswi";6;8;"98;080";30;0;"Graduate Degree";1;0;0;"swi";1
"flboa";6;31;"98;080";30;0;"Graduate Degree";0;0;0;"boa";0
"flcar";6;12;"98;080";30;0;"Graduate Degree";0;0;0;"car";0
"flche";7;29;"98;080";30;0;"Graduate Degree";0;0;0;"che";0
"flsha";6;5;"98;080";30;0;"Graduate Degree";0;0;0;"sha";0
"flswi";6;27;"98;080";30;0;"Graduate Degree";0;0;0;"swi";0
"ikbox";5;30;"98;080";30;0;"Graduate Degree";1;1;0;"box";1
"ikbur";4;28;"98;080";30;0;"Graduate Degree";1;1;0;"bur";1
"ikpon";5;32;"98;080";30;0;"Graduate Degree";1;1;0;"pon";1
"ikshi";3;16;"98;080";30;0;"Graduate Degree";1;1;0;"shi";1
"ikspe";6;14;"98;080";30;0;"Graduate Degree";1;1;0;"spe";1
"ilbox";6;2;"98;080";30;0;"Graduate Degree";0;1;0;"box";0
"ilche";6;20;"98;080";30;0;"Graduate Degree";0;1;0;"che";0
"ilpon";6;23;"98;080";30;0;"Graduate Degree";0;1;0;"pon";0
"ilsha";6;15;"98;080";30;0;"Graduate Degree";0;1;0;"sha";0
"ilshi";6;7;"98;080";30;0;"Graduate Degree";0;1;0;"shi";0
"ilswi";6;18;"98;080";30;0;"Graduate Degree";0;1;0;"swi";0
"nfrub";6;17;"98;080";30;0;"Graduate Degree";1;0;0;"rub";1
"cfaqu";4;31;"98;087";45;0;"Some College";0;0;1;"aqu";1
"cfbur";4;2;"98;087";45;0;"Some College";0;0;1;"bur";1
"cfrub";4;17;"98;087";45;0;"Some College";0;0;1;"rub";1
"cibox";4;1;"98;087";45;0;"Some College";0;1;1;"box";1
"cibur";1;29;"98;087";45;0;"Some College";0;1;1;"bur";1
"cispe";4;24;"98;087";45;0;"Some College";0;1;1;"spe";1
"fkaqu";5;4;"98;087";45;0;"Some College";1;0;0;"aqu";1
"fkboa";3;21;"98;087";45;0;"Some College";1;0;0;"boa";1
"fkbox";5;10;"98;087";45;0;"Some College";1;0;0;"box";1
"fkbur";5;11;"98;087";45;0;"Some College";1;0;0;"bur";1
"fkcar";3;6;"98;087";45;0;"Some College";1;0;0;"car";1
"fkspe";4;14;"98;087";45;0;"Some College";1;0;0;"spe";1
"fkswi";4;19;"98;087";45;0;"Some College";1;0;0;"swi";1
"flboa";3;30;"98;087";45;0;"Some College";0;0;0;"boa";0
"flcar";4;15;"98;087";45;0;"Some College";0;0;0;"car";0
"flche";2;18;"98;087";45;0;"Some College";0;0;0;"che";0
"flsha";4;3;"98;087";45;0;"Some College";0;0;0;"sha";0
"flswi";4;28;"98;087";45;0;"Some College";0;0;0;"swi";0
"ikbox";4;32;"98;087";45;0;"Some College";1;1;0;"box";1
"ikbur";4;20;"98;087";45;0;"Some College";1;1;0;"bur";1
"ikpon";1;13;"98;087";45;0;"Some College";1;1;0;"pon";1
"ikshi";5;16;"98;087";45;0;"Some College";1;1;0;"shi";1
"ikspe";3;5;"98;087";45;0;"Some College";1;1;0;"spe";1
"ilbox";4;23;"98;087";45;0;"Some College";0;1;0;"box";0
"ilche";3;27;"98;087";45;0;"Some College";0;1;0;"che";0
"ilpon";2;22;"98;087";45;0;"Some College";0;1;0;"pon";0
"ilsha";2;12;"98;087";45;0;"Some College";0;1;0;"sha";0
"ilshi";5;7;"98;087";45;0;"Some College";0;1;0;"shi";0
"ilswi";4;9;"98;087";45;0;"Some College";0;1;0;"swi";0
"nfrub";4;26;"98;087";45;0;"Some College";1;0;0;"rub";1
"cfaqu";4;13;"98;088";39;0;"Master's Degree";0;0;1;"aqu";1
"cfbur";6;1;"98;088";39;0;"Master's Degree";0;0;1;"bur";1
"cfrub";4;26;"98;088";39;0;"Master's Degree";0;0;1;"rub";1
"cibox";4;21;"98;088";39;0;"Master's Degree";0;1;1;"box";1
"cibur";5;10;"98;088";39;0;"Master's Degree";0;1;1;"bur";1
"cispe";2;6;"98;088";39;0;"Master's Degree";0;1;1;"spe";1
"fkaqu";6;4;"98;088";39;0;"Master's Degree";1;0;0;"aqu";1
"fkboa";5;22;"98;088";39;0;"Master's Degree";1;0;0;"boa";1
"fkbox";2;11;"98;088";39;0;"Master's Degree";1;0;0;"box";1
"fkbur";5;19;"98;088";39;0;"Master's Degree";1;0;0;"bur";1
"fkcar";4;3;"98;088";39;0;"Master's Degree";1;0;0;"car";1
"fkspe";2;24;"98;088";39;0;"Master's Degree";1;0;0;"spe";1
"fkswi";3;8;"98;088";39;0;"Master's Degree";1;0;0;"swi";1
"flboa";4;31;"98;088";39;0;"Master's Degree";0;0;0;"boa";0
"flcar";2;12;"98;088";39;0;"Master's Degree";0;0;0;"car";0
"flche";2;29;"98;088";39;0;"Master's Degree";0;0;0;"che";0
"flsha";6;5;"98;088";39;0;"Master's Degree";0;0;0;"sha";0
"flswi";2;27;"98;088";39;0;"Master's Degree";0;0;0;"swi";0
"ikbox";5;30;"98;088";39;0;"Master's Degree";1;1;0;"box";1
"ikbur";4;28;"98;088";39;0;"Master's Degree";1;1;0;"bur";1
"ikpon";2;32;"98;088";39;0;"Master's Degree";1;1;0;"pon";1
"ikshi";2;16;"98;088";39;0;"Master's Degree";1;1;0;"shi";1
"ikspe";2;14;"98;088";39;0;"Master's Degree";1;1;0;"spe";1
"ilbox";2;2;"98;088";39;0;"Master's Degree";0;1;0;"box";0
"ilche";4;20;"98;088";39;0;"Master's Degree";0;1;0;"che";0
"ilpon";2;23;"98;088";39;0;"Master's Degree";0;1;0;"pon";0
"ilsha";5;15;"98;088";39;0;"Master's Degree";0;1;0;"sha";0
"ilshi";4;7;"98;088";39;0;"Master's Degree";0;1;0;"shi";0
"ilswi";2;18;"98;088";39;0;"Master's Degree";0;1;0;"swi";0
"nfrub";4;17;"98;088";39;0;"Master's Degree";1;0;0;"rub";1
"cfaqu";4;2;"98;125";53;1;"Graduate Degree";0;0;1;"aqu";1
"cfbur";4;31;"98;125";53;1;"Graduate Degree";0;0;1;"bur";1
"cfrub";4;16;"98;125";53;1;"Graduate Degree";0;0;1;"rub";1
"cibox";4;32;"98;125";53;1;"Graduate Degree";0;1;1;"box";1
"cibur";4;4;"98;125";53;1;"Graduate Degree";0;1;1;"bur";1
"cispe";4;9;"98;125";53;1;"Graduate Degree";0;1;1;"spe";1
"fkaqu";4;29;"98;125";53;1;"Graduate Degree";1;0;0;"aqu";1
"fkboa";4;12;"98;125";53;1;"Graduate Degree";1;0;0;"boa";1
"fkbox";4;23;"98;125";53;1;"Graduate Degree";1;0;0;"box";1
"fkbur";4;22;"98;125";53;1;"Graduate Degree";1;0;0;"bur";1
"fkcar";4;27;"98;125";53;1;"Graduate Degree";1;0;0;"car";1
"fkspe";4;19;"98;125";53;1;"Graduate Degree";1;0;0;"spe";1
"fkswi";4;14;"98;125";53;1;"Graduate Degree";1;0;0;"swi";1
"flboa";4;3;"98;125";53;1;"Graduate Degree";0;0;0;"boa";0
"flcar";4;18;"98;125";53;1;"Graduate Degree";0;0;0;"car";0
"flche";4;15;"98;125";53;1;"Graduate Degree";0;0;0;"che";0
"flsha";4;30;"98;125";53;1;"Graduate Degree";0;0;0;"sha";0
"flswi";4;5;"98;125";53;1;"Graduate Degree";0;0;0;"swi";0
"ikbox";4;1;"98;125";53;1;"Graduate Degree";1;1;0;"box";1
"ikbur";4;13;"98;125";53;1;"Graduate Degree";1;1;0;"bur";1
"ikpon";4;20;"98;125";53;1;"Graduate Degree";1;1;0;"pon";1
"ikshi";4;17;"98;125";53;1;"Graduate Degree";1;1;0;"shi";1
"ikspe";4;28;"98;125";53;1;"Graduate Degree";1;1;0;"spe";1
"ilbox";5;10;"98;125";53;1;"Graduate Degree";0;1;0;"box";0
"ilche";4;6;"98;125";53;1;"Graduate Degree";0;1;0;"che";0
