"id";"days_to_event";"date_out";"out_event";"date_in";"in_event";"breed";"color";"intake_age"
"A713276";8;"10/13/2015 02:36:00 PM";"Transfer";"10/05/2015 10:55:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A688741";12;"10/05/2014 03:10:00 PM";"Transfer";"09/23/2014 10:39:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A758018";17;"09/27/2017 04:04:00 PM";"Transfer";"09/10/2017 11:34:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A756378";49;"10/06/2017 11:24:00 AM";"Adoption";"08/18/2017 02:06:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Black/White";4
"A432197";70;"01/01/2014 07:23:00 PM";"Adoption";"10/23/2013 12:18:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";84
"A676660";75;"06/27/2014 01:01:00 PM";"Transfer";"04/13/2014 01:37:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A708511";4;"08/01/2015 02:51:00 PM";"Adoption";"07/28/2015 04:45:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";2
"A708114";9;"08/01/2015 12:02:00 PM";"Adoption";"07/23/2015 11:25:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";4
"A702796";117;"09/12/2015 05:49:00 PM";"Adoption";"05/18/2015 09:27:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A688135";5;"09/20/2014 05:31:00 PM";"Adoption";"09/15/2014 11:28:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A763748";4;"12/19/2017 06:27:00 PM";"Transfer";"12/15/2017 01:07:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A714850";3;"10/31/2015 01:27:00 PM";"Transfer";"10/28/2015 05:44:00 PM";"Stray";"Siamese Mix";"Chocolate Point";4
"A704142";1;"06/02/2015 09:32:00 AM";"Euthanasia";"06/01/2015 10:17:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";144
"A687917";1;"09/13/2014 09:21:00 AM";"Euthanasia";"09/12/2014 07:48:00 AM";"Stray";"Domestic Shorthair Mix";"Gray";180
"A705273";2;"06/17/2015 12:46:00 PM";"Transfer";"06/15/2015 12:39:00 PM";"Stray";"Domestic Shorthair";"Blue/White";4
"A703803";8;"06/06/2015 01:06:00 PM";"Transfer";"05/29/2015 10:36:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A669585";7;"12/30/2013 07:44:00 AM";"Adoption";"12/23/2013 02:14:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";12
"A720435";2;"02/11/2016 03:01:00 PM";"Transfer";"02/09/2016 02:38:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";6
"A728925";4;"06/14/2016 05:38:00 PM";"Euthanasia";"06/10/2016 06:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A697639";4;"03/01/2015 02:43:00 PM";"Adoption";"02/25/2015 05:24:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A712092";21;"10/07/2015 02:23:00 PM";"Transfer";"09/16/2015 06:42:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A707690";28;"08/13/2015 03:14:00 PM";"Transfer";"07/16/2015 10:58:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A753649";34;"08/12/2017 03:12:00 PM";"Adoption";"07/09/2017 01:28:00 PM";"Stray";"Domestic Medium Hair Mix";"Black/White";5
"A717493";4;"12/13/2015 01:07:00 PM";"Transfer";"12/09/2015 07:16:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A746830";1;"04/10/2017 09:00:00 AM";"Transfer";"04/09/2017 04:57:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A690641";18;"11/10/2014 03:04:00 PM";"Adoption";"10/23/2014 02:41:00 PM";"Owner Surrender";"Domestic Shorthair";"Orange Tabby";2
"A754004";30;"08/13/2017 06:18:00 PM";"Adoption";"07/14/2017 11:42:00 AM";"Stray";"Domestic Shorthair Mix";"Black";2
"A694499";8;"01/06/2015 12:30:00 PM";"Transfer";"12/29/2014 02:04:00 PM";"Stray";"Domestic Longhair Mix";"Black";36
"A733153";298;"06/12/2017 02:04:00 PM";"Adoption";"08/18/2016 12:24:00 PM";"Stray";"Domestic Longhair Mix";"Black";1
"A751600";4;"06/14/2017 10:39:00 AM";"Transfer";"06/10/2017 11:01:00 AM";"Stray";"Siamese Mix";"Chocolate Point";12
"A758630";221;"04/28/2018 03:52:00 PM";"Adoption";"09/19/2017 02:42:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";108
"A341599";9;"01/11/2014 11:05:00 AM";"Transfer";"01/02/2014 11:25:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black";108
"A760137";4;"10/17/2017 04:00:00 PM";"Adoption";"10/13/2017 11:22:00 AM";"Stray";"Siamese Mix";"Lynx Point";2
"A743987";2;"02/23/2017 01:11:00 PM";"Transfer";"02/21/2017 09:48:00 AM";"Owner Surrender";"Domestic Medium Hair Mix";"Black/White";144
"A727485";12;"06/03/2016 12:08:00 PM";"Transfer";"05/22/2016 03:35:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A666975";93;"02/11/2014 02:32:00 PM";"Adoption";"11/10/2013 02:37:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Orange Tabby";1
"A757535";5;"09/08/2017 06:34:00 PM";"Transfer";"09/03/2017 04:54:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";12
"A725273";12;"05/09/2016 01:28:00 PM";"Transfer";"04/27/2016 03:03:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";36
"A743841";6;"02/24/2017 11:11:00 AM";"Adoption";"02/18/2017 09:18:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A771608";24;"NA";"Censored";"05/07/2018 02:14:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby";1
"A706212";92;"09/26/2015 05:40:00 PM";"Adoption";"06/26/2015 11:44:00 AM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";1
"A701138";5;"04/29/2015 12:59:00 PM";"Transfer";"04/24/2015 02:05:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A710340";59;"10/19/2015 06:24:00 PM";"Adoption";"08/21/2015 04:36:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";4
"A705721";37;"07/27/2015 06:19:00 PM";"Adoption";"06/20/2015 02:39:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A737279";19;"11/13/2016 11:19:00 AM";"Adoption";"10/25/2016 09:06:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black";36
"A750524";97;"09/02/2017 06:05:00 PM";"Adoption";"05/28/2017 12:39:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A757251";9;"09/09/2017 05:47:00 PM";"Died";"08/31/2017 06:34:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";3
"A689629";4;"10/11/2014 05:05:00 PM";"Adoption";"10/07/2014 12:24:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A711412";1;"09/07/2015 02:49:00 PM";"Transfer";"09/06/2015 12:50:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A759514";4;"10/06/2017 06:56:00 PM";"Adoption";"10/02/2017 06:26:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A750414";2;"05/28/2017 05:24:00 PM";"Adoption";"05/26/2017 06:25:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Torbie";12
"A770948";4;"05/01/2018 06:06:00 PM";"Adoption";"04/27/2018 02:16:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";24
"A694918";4;"02/06/2015 12:46:00 PM";"Transfer";"02/02/2015 02:34:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";12
"A713075";100;"01/10/2016 06:20:00 PM";"Adoption";"10/02/2015 12:28:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A709503";1;"08/11/2015 09:00:00 AM";"Transfer";"08/10/2015 11:01:00 AM";"Stray";"Domestic Shorthair Mix";"White/Black";5
"A725278";5;"05/02/2016 06:35:00 PM";"Adoption";"04/27/2016 03:29:00 PM";"Owner Surrender";"Domestic Longhair Mix";"Gray/White";60
"A713245";91;"01/03/2016 05:00:00 PM";"Adoption";"10/04/2015 03:10:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A705772";96;"09/25/2015 12:42:00 PM";"Adoption";"06/21/2015 11:40:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A730592";2;"07/09/2016 02:18:00 PM";"Adoption";"07/07/2016 11:35:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";72
"A688493";6;"09/26/2014 03:03:00 PM";"Transfer";"09/20/2014 11:05:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A712174";13;"10/01/2015 11:50:00 AM";"Transfer";"09/18/2015 04:59:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A734923";7;"09/22/2016 12:00:00 AM";"Transfer";"09/15/2016 11:37:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";2
"A664548";1;"10/06/2013 12:21:00 PM";"Transfer";"10/05/2013 11:37:00 AM";"Owner Surrender";"Domestic Medium Hair Mix";"Tortie";6
"A769834";1;"04/12/2018 12:00:00 PM";"Transfer";"04/11/2018 07:30:00 AM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby/Black";6
"A731663";51;"09/14/2016 02:13:00 PM";"Adoption";"07/25/2016 06:43:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A752927";4;"07/03/2017 03:42:00 PM";"Transfer";"06/29/2017 11:10:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie";12
"A714463";4;"10/27/2015 05:16:00 PM";"Adoption";"10/23/2015 10:56:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A757032";37;"10/05/2017 06:19:00 PM";"Adoption";"08/29/2017 11:10:00 AM";"Owner Surrender";"American Shorthair Mix";"Tortie/Black";5
"A766364";5;"02/12/2018 06:10:00 PM";"Transfer";"02/07/2018 03:26:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";24
"A692258";8;"11/25/2014 06:38:00 PM";"Transfer";"11/17/2014 04:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A598222";6;"03/09/2018 04:12:00 PM";"Adoption";"03/03/2018 01:49:00 PM";"Stray";"Domestic Shorthair";"Blue";72
"A715080";68;"01/07/2016 10:53:00 AM";"Adoption";"10/31/2015 11:26:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A672089";1;"02/04/2014 01:56:00 PM";"Transfer";"02/03/2014 06:20:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";12
"A767186";3;"02/27/2018 07:46:00 PM";"Transfer";"02/24/2018 04:52:00 PM";"Stray";"Domestic Shorthair Mix";"Silver Tabby";24
"A719871";52;"03/21/2016 05:43:00 PM";"Transfer";"01/29/2016 01:49:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue";36
"A730690";18;"07/26/2016 07:24:00 PM";"Transfer";"07/08/2016 06:36:00 PM";"Stray";"Domestic Shorthair Mix";"White";4
"A742082";5;"01/19/2017 05:00:00 PM";"Transfer";"01/14/2017 01:12:00 PM";"Stray";"American Shorthair Mix";"Orange Tabby";1
"A708224";30;"08/23/2015 07:21:00 PM";"Adoption";"07/24/2015 01:46:00 PM";"Stray";"Domestic Shorthair Mix";"Calico/White";4
"A702655";87;"08/11/2015 12:00:00 AM";"Transfer";"05/16/2015 03:32:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A762971";1;"12/01/2017 03:45:00 PM";"Transfer";"11/30/2017 05:24:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A771454";3;"05/08/2018 04:56:00 PM";"Transfer";"05/05/2018 12:40:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A703837";14;"06/12/2015 12:12:00 PM";"Adoption";"05/29/2015 01:14:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A678077";71;"07/13/2014 05:58:00 PM";"Adoption";"05/03/2014 03:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A754076";4;"07/19/2017 05:45:00 PM";"Transfer";"07/15/2017 11:06:00 AM";"Stray";"Domestic Shorthair Mix";"Black";24
"A771313";28;"NA";"Censored";"05/03/2018 01:05:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A677810";17;"05/16/2014 01:02:00 PM";"Transfer";"04/29/2014 01:54:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A715095";11;"11/11/2015 12:31:00 PM";"Transfer";"10/31/2015 12:56:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";4
"A732912";7;"08/21/2016 04:38:00 PM";"Adoption";"08/14/2016 03:22:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";4
"A762275";77;"02/02/2018 06:11:00 PM";"Adoption";"11/17/2017 11:36:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";72
"A770604";3;"04/25/2018 06:33:00 AM";"Died";"04/22/2018 01:28:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A691070";1;"10/30/2014 09:00:00 AM";"Transfer";"10/29/2014 03:29:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";7
"A694256";3;"12/26/2014 02:55:00 PM";"Transfer";"12/23/2014 04:46:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";1
"A764424";72;"03/11/2018 01:30:00 PM";"Transfer";"12/29/2017 03:50:00 PM";"Stray";"Domestic Medium Hair";"Black";36
"A684710";39;"09/04/2014 06:05:00 PM";"Adoption";"07/27/2014 02:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A692235";26;"12/13/2014 05:34:00 PM";"Adoption";"11/17/2014 11:13:00 AM";"Owner Surrender";"Domestic Shorthair";"Orange Tabby/White";1
"A668610";9;"12/14/2013 11:58:00 AM";"Transfer";"12/05/2013 05:57:00 PM";"Stray";"Ragdoll Mix";"Seal Point";48
"A726639";45;"06/26/2016 01:39:00 PM";"Transfer";"05/12/2016 04:45:00 PM";"Stray";"Domestic Shorthair";"White/Brown";4
"A687206";1;"09/03/2014 09:00:00 AM";"Transfer";"09/02/2014 11:49:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A743476";1;"02/12/2017 09:00:00 AM";"Transfer";"02/11/2017 11:09:00 AM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A708895";11;"08/13/2015 05:00:00 PM";"Adoption";"08/02/2015 11:44:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";1
"A729618";3;"06/24/2016 07:33:00 AM";"Transfer";"06/21/2016 10:15:00 AM";"Stray";"Domestic Shorthair Mix";"Calico";1
"A714487";6;"10/29/2015 11:59:00 AM";"Transfer";"10/23/2015 05:31:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";4
"A747371";72;"06/29/2017 11:27:00 AM";"Adoption";"04/18/2017 03:56:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby";1
"A667031";39;"12/20/2013 12:38:00 PM";"Transfer";"11/11/2013 02:10:00 PM";"Stray";"Exotic Shorthair Mix";"White/Orange Tabby";24
"A683730";11;"07/25/2014 04:47:00 PM";"Transfer";"07/14/2014 04:12:00 PM";"Public Assist";"Domestic Medium Hair Mix";"Brown Tabby";12
"A755255";16;"08/16/2017 06:20:00 PM";"Transfer";"07/31/2017 02:43:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A705030";1;"06/13/2015 09:00:00 AM";"Transfer";"06/12/2015 11:07:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A683140";5;"07/12/2014 11:44:00 AM";"Transfer";"07/07/2014 04:54:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A755825";5;"08/14/2017 02:43:00 PM";"Adoption";"08/09/2017 01:56:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";1
"A765727";37;"03/03/2018 12:40:00 PM";"Adoption";"01/25/2018 01:43:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A763150";19;"12/23/2017 06:18:00 PM";"Adoption";"12/04/2017 10:59:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";120
"A680984";5;"06/15/2014 03:11:00 PM";"Transfer";"06/10/2014 09:41:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A679457";4;"10/18/2014 11:07:00 AM";"Adoption";"10/14/2014 03:04:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Torbie";7
"A726406";55;"07/04/2016 01:38:00 PM";"Adoption";"05/10/2016 02:35:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A681420";60;"08/15/2014 10:11:00 AM";"Adoption";"06/16/2014 01:49:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";5
"A702369";1115;"NA";"Censored";"05/12/2015 04:45:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";72
"A691430";1;"11/05/2014 09:00:00 AM";"Transfer";"11/04/2014 12:10:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";4
"A763539";30;"01/09/2018 11:31:00 AM";"Adoption";"12/10/2017 12:33:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A713080";144;"02/23/2016 04:31:00 PM";"Adoption";"10/02/2015 12:37:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A688313";41;"10/28/2014 03:33:00 PM";"Transfer";"09/17/2014 09:28:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A759827";5;"10/13/2017 07:08:00 PM";"Transfer";"10/08/2017 11:07:00 AM";"Stray";"Siamese Mix";"Silver";12
"A748853";109;"08/24/2017 06:29:00 PM";"Adoption";"05/07/2017 06:47:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A755731";10;"08/17/2017 06:18:00 PM";"Adoption";"08/07/2017 04:51:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A726806";101;"08/23/2016 05:23:00 PM";"Adoption";"05/14/2016 04:37:00 PM";"Stray";"Domestic Shorthair Mix";"White";1
"A760740";8;"10/31/2017 11:21:00 AM";"Transfer";"10/23/2017 11:42:00 AM";"Stray";"Domestic Shorthair Mix";"Silver Tabby/White";1
"A752680";56;"08/21/2017 04:58:00 PM";"Adoption";"06/26/2017 06:48:00 AM";"Stray";"Siamese Mix";"Seal Point";4
"A706240";1;"06/27/2015 09:00:00 AM";"Transfer";"06/26/2015 02:14:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";12
"A722602";10;"03/29/2016 05:38:00 PM";"Transfer";"03/19/2016 12:52:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";24
"A730605";4;"07/11/2016 05:19:00 PM";"Adoption";"07/07/2016 12:58:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A665023";10;"10/22/2013 02:41:00 PM";"Adoption";"10/12/2013 02:14:00 PM";"Stray";"Domestic Longhair Mix";"Cream Tabby";2
"A546346";109;"02/12/2016 04:08:00 PM";"Adoption";"10/26/2015 12:51:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";72
"A711860";36;"10/18/2015 03:57:00 PM";"Adoption";"09/12/2015 05:27:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A752699";4;"06/30/2017 03:27:00 PM";"Transfer";"06/26/2017 11:34:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A752586";39;"08/02/2017 06:40:00 PM";"Adoption";"06/24/2017 01:00:00 PM";"Stray";"Domestic Medium Hair Mix";"Gray Tabby/White";4
"A675512";93;"06/29/2014 11:11:00 AM";"Adoption";"03/28/2014 02:41:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A678459";25;"06/03/2014 05:19:00 PM";"Adoption";"05/09/2014 11:02:00 AM";"Stray";"Domestic Longhair Mix";"Orange Tabby";1
"A755217";11;"08/11/2017 10:25:00 AM";"Transfer";"07/31/2017 12:20:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A762174";3;"11/18/2017 07:10:00 PM";"Transfer";"11/15/2017 03:08:00 PM";"Stray";"Domestic Medium Hair Mix";"Torbie";12
"A673276";1;"02/22/2014 07:08:00 PM";"Transfer";"02/21/2014 11:45:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";8
"A692016";12;"11/25/2014 02:04:00 PM";"Transfer";"11/13/2014 02:58:00 PM";"Stray";"Domestic Longhair Mix";"Cream Tabby/White";6
"A720158";26;"02/29/2016 11:05:00 AM";"Adoption";"02/03/2016 02:31:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A688156";8;"09/23/2014 09:00:00 AM";"Transfer";"09/15/2014 12:52:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Brown Tabby";6
"A764529";5;"01/05/2018 07:21:00 PM";"Adoption";"12/31/2017 03:54:00 PM";"Stray";"Siamese Mix";"Chocolate Point";2
"A764519";6;"01/06/2018 11:41:00 AM";"Adoption";"12/31/2017 03:00:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";2
"A669556";4;"12/26/2013 02:02:00 PM";"Euthanasia";"12/22/2013 06:25:00 PM";"Stray";"Domestic Longhair Mix";"Black";1
"A750240";3;"05/27/2017 01:41:00 PM";"Transfer";"05/24/2017 03:59:00 PM";"Stray";"Domestic Shorthair Mix";"Silver Tabby";3
"A683323";13;"07/22/2014 03:54:00 PM";"Transfer";"07/09/2014 12:58:00 PM";"Public Assist";"Domestic Shorthair Mix";"Cream Tabby";1
"A677649";7;"05/04/2014 01:19:00 PM";"Transfer";"04/27/2014 01:29:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";4
"A671093";11;"01/29/2014 03:06:00 PM";"Transfer";"01/18/2014 11:39:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";5
"A692018";45;"12/28/2014 11:25:00 AM";"Adoption";"11/13/2014 03:05:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A733196";89;"11/15/2016 09:45:00 AM";"Adoption";"08/18/2016 03:34:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A749940";4;"05/25/2017 11:55:00 AM";"Transfer";"05/21/2017 03:12:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";3
"A729549";2;"06/22/2016 10:15:00 AM";"Died";"06/20/2016 11:11:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A667719";35;"12/26/2013 01:05:00 PM";"Adoption";"11/21/2013 06:09:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";5
"A723134";34;"04/30/2016 05:42:00 PM";"Adoption";"03/27/2016 11:31:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A713151";1;"10/04/2015 09:00:00 AM";"Transfer";"10/03/2015 12:04:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";6
"A710883";45;"10/13/2015 02:00:00 PM";"Adoption";"08/29/2015 12:43:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";4
"A691931";8;"11/20/2014 12:34:00 PM";"Transfer";"11/12/2014 12:57:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Cream Tabby/White";2
"A694437";2;"12/30/2014 12:24:00 PM";"Adoption";"12/28/2014 03:51:00 PM";"Owner Surrender";"Domestic Longhair Mix";"White/Orange";72
"A696114";21;"02/19/2015 03:24:00 PM";"Adoption";"01/29/2015 03:12:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Cream Tabby";60
"A594543";16;"02/03/2014 02:56:00 PM";"Transfer";"01/18/2014 04:19:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";24
"A667123";34;"12/17/2013 12:13:00 PM";"Transfer";"11/13/2013 07:23:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A695172";8;"01/18/2015 02:47:00 PM";"Adoption";"01/10/2015 02:03:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";120
"A725548";5;"05/05/2016 07:00:00 PM";"Transfer";"04/30/2016 02:11:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A743195";6;"02/11/2017 05:49:00 PM";"Adoption";"02/05/2017 03:54:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A753204";4;"07/07/2017 06:43:00 PM";"Adoption";"07/03/2017 01:08:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";1
"A712625";10;"10/05/2015 05:21:00 PM";"Adoption";"09/25/2015 05:26:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A689560";34;"11/09/2014 01:51:00 PM";"Adoption";"10/06/2014 11:26:00 AM";"Stray";"Domestic Medium Hair Mix";"Black/White";1
"A718473";6;"01/05/2016 01:20:00 PM";"Transfer";"12/30/2015 09:18:00 PM";"Stray";"Siamese Mix";"Seal Point";60
"A763355";3;"12/11/2017 05:20:00 PM";"Adoption";"12/08/2017 12:51:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";2
"A718101";13;"01/03/2016 05:27:00 PM";"Adoption";"12/21/2015 01:55:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";6
"A750050";39;"07/01/2017 07:29:00 PM";"Adoption";"05/23/2017 11:16:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A745152";4;"03/17/2017 05:24:00 PM";"Adoption";"03/13/2017 02:29:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";36
"A675344";2;"03/28/2014 03:04:00 PM";"Transfer";"03/26/2014 02:41:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";2
"A707980";137;"12/04/2015 12:58:00 PM";"Adoption";"07/20/2015 06:13:00 PM";"Stray";"Siamese Mix";"Lynx Point";3
"A509042";46;"12/11/2014 04:29:00 PM";"Adoption";"10/26/2014 04:05:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";96
"A697744";4;"03/03/2015 02:43:00 PM";"Transfer";"02/27/2015 01:08:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";12
"A666242";6;"11/04/2013 06:30:00 PM";"Adoption";"10/29/2013 01:16:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";2
"A696600";1;"02/09/2015 09:00:00 AM";"Transfer";"02/08/2015 11:05:00 AM";"Stray";"Domestic Shorthair";"Brown Tabby/White";24
"A616229";37;"11/21/2015 03:21:00 PM";"Adoption";"10/15/2015 05:28:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";72
"A737786";1;"11/05/2016 09:00:00 AM";"Transfer";"11/04/2016 01:00:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue";3
"A711980";6;"09/20/2015 06:03:00 PM";"Adoption";"09/14/2015 04:44:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";48
